統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數
10304,南投縣埔里鎮,泰安里,0,0,0,0,0,0,1,0
10304,南投縣埔里鎮,清新里,0,0,0,3,2,1,2,1
10304,南投縣埔里鎮,溪南里,0,0,0,0,0,0,0,0
10304,南投縣埔里鎮,牛眠里,3,2,1,4,2,2,0,1
10304,南投縣埔里鎮,珠格里,0,0,0,2,1,1,1,1
10304,南投縣埔里鎮,福興里,0,0,0,1,0,1,1,0
10304,南投縣埔里鎮,籃城里,0,0,0,0,0,0,0,0
10304,南投縣埔里鎮,薰化里,1,0,1,1,1,0,0,1
10304,南投縣埔里鎮,蜈蚣里,4,2,2,4,2,2,2,0
10304,南投縣埔里鎮,西門里,1,1,0,6,3,3,2,1
10304,南投縣埔里鎮,鐵山里,0,0,0,4,3,1,1,0
10304,南投縣埔里鎮,麒麟里,0,0,0,1,0,1,0,0
10304,南投縣草屯鎮,上林里,1,1,0,3,1,2,0,0
10304,南投縣草屯鎮,中原里,0,0,0,3,3,0,3,0
10304,南投縣草屯鎮,中山里,2,2,0,1,0,1,2,0
10304,南投縣草屯鎮,中正里,0,0,0,0,0,0,0,0
10304,南投縣草屯鎮,加老里,0,0,0,3,1,2,0,1
10304,南投縣草屯鎮,北勢里,1,0,1,2,2,0,3,0
10304,南投縣草屯鎮,北投里,2,2,0,2,1,1,3,1
10304,南投縣草屯鎮,南埔里,6,2,4,0,0,0,3,2
10304,南投縣草屯鎮,和平里,0,0,0,1,1,0,1,0
10304,南投縣草屯鎮,土城里,2,1,1,2,1,1,0,0
10304,南投縣草屯鎮,坪頂里,0,0,0,0,0,0,1,0
10304,南投縣草屯鎮,富寮里,8,2,6,4,2,2,3,4
10304,南投縣草屯鎮,山腳里,5,3,2,2,1,1,1,2
10304,南投縣草屯鎮,平林里,0,0,0,0,0,0,1,1
10304,南投縣草屯鎮,御史里,0,0,0,3,2,1,2,1
10304,南投縣草屯鎮,復興里,1,1,0,1,0,1,1,1
10304,南投縣草屯鎮,敦和里,6,3,3,6,3,3,5,0
10304,南投縣草屯鎮,新厝里,1,1,0,1,1,0,2,2
10304,南投縣草屯鎮,新庄里,2,1,1,3,3,0,0,0
10304,南投縣草屯鎮,新豐里,2,0,2,2,2,0,3,1
10304,南投縣草屯鎮,明正里,4,2,2,5,1,4,2,1
10304,南投縣草屯鎮,炎峰里,2,1,1,2,1,1,1,1
10304,南投縣草屯鎮,玉峰里,2,2,0,1,1,0,1,1
10304,南投縣草屯鎮,石川里,0,0,0,1,1,0,0,1
10304,南投縣草屯鎮,碧峰里,1,0,1,5,3,2,2,1
10304,南投縣草屯鎮,碧洲里,2,1,1,3,2,1,0,0
10304,南投縣草屯鎮,雙冬里,2,2,0,0,0,0,1,0
10304,南投縣竹山鎮,下坪里,0,0,0,2,2,0,0,0
10304,南投縣竹山鎮,中和里,2,0,2,4,1,3,0,0
10304,南投縣竹山鎮,中央里,0,0,0,2,2,0,0,1
10304,南投縣竹山鎮,中山里,1,0,1,4,2,2,4,1
10304,南投縣竹山鎮,中崎里,1,1,0,2,2,0,1,0
10304,南投縣竹山鎮,中正里,0,0,0,0,0,0,0,1
10304,南投縣竹山鎮,坪頂里,1,0,1,0,0,0,0,0
10304,南投縣竹山鎮,大鞍里,0,0,0,1,1,0,0,0
10304,南投縣竹山鎮,富州里,0,0,0,1,0,1,0,0
10304,南投縣竹山鎮,山崇里,1,0,1,0,0,0,2,0
10304,南投縣竹山鎮,延和里,2,2,0,2,1,1,2,1
10304,南投縣竹山鎮,延山里,1,0,1,2,0,2,1,0
10304,南投縣竹山鎮,延平里,1,0,1,4,2,2,1,1
10304,南投縣竹山鎮,延正里,1,1,0,3,1,2,0,0
10304,南投縣竹山鎮,延祥里,1,1,0,1,1,0,3,0
10304,南投縣竹山鎮,德興里,0,0,0,2,2,0,0,0
10304,南投縣竹山鎮,桂林里,2,2,0,4,3,1,1,0
10304,南投縣竹山鎮,桶頭里,1,1,0,1,1,0,2,0
10304,南投縣竹山鎮,瑞竹里,3,1,2,1,0,1,0,0
10304,南投縣竹山鎮,田子里,1,1,0,0,0,0,0,0
10304,南投縣竹山鎮,硘󿾨里,0,0,0,4,3,1,1,0
10304,南投縣竹山鎮,社寮里,1,1,0,0,0,0,0,0
10304,南投縣竹山鎮,福興里,0,0,0,0,0,0,0,0
10304,南投縣竹山鎮,秀林里,0,0,0,0,0,0,1,0
10304,南投縣竹山鎮,竹圍里,3,2,1,7,5,2,0,1
10304,南投縣竹山鎮,竹山里,1,0,1,4,3,1,1,0
10304,南投縣竹山鎮,雲林里,3,3,0,4,3,1,3,1
10304,南投縣竹山鎮,鯉魚里,0,0,0,3,2,1,1,1
10304,南投縣集集鎮,八張里,0,0,0,0,0,0,0,0
10304,南投縣集集鎮,吳厝里,0,0,0,0,0,0,0,0
10304,南投縣集集鎮,和平里,0,0,0,0,0,0,1,2
10304,南投縣集集鎮,富山里,1,0,1,0,0,0,0,0
10304,南投縣集集鎮,廣明里,0,0,0,0,0,0,1,0
10304,南投縣集集鎮,林尾里,0,0,0,1,0,1,0,1
10304,南投縣集集鎮,永昌里,0,0,0,1,1,0,0,0
10304,南投縣集集鎮,玉映里,0,0,0,0,0,0,0,0
10304,南投縣集集鎮,田寮里,1,0,1,1,0,1,1,1
10304,南投縣集集鎮,隘寮里,0,0,0,0,0,0,0,0
10304,南投縣集集鎮,集集里,0,0,0,2,2,0,0,0
10304,南投縣名間鄉,三崙村,1,0,1,0,0,0,2,0
10304,南投縣名間鄉,中山村,2,2,0,0,0,0,1,1
10304,南投縣名間鄉,中正村,2,0,2,1,1,0,2,2
10304,南投縣名間鄉,仁和村,2,1,1,0,0,0,1,0
10304,南投縣名間鄉,南雅村,1,0,1,0,0,0,0,0
10304,南投縣名間鄉,埔中村,1,1,0,1,1,0,0,0
10304,南投縣名間鄉,大坑村,0,0,0,1,1,0,0,0
10304,南投縣名間鄉,大庄村,3,0,3,3,3,0,1,0
10304,南投縣名間鄉,崁腳村,0,0,0,0,0,0,1,1
10304,南投縣名間鄉,廍下村,0,0,0,1,0,1,1,0
10304,南投縣名間鄉,新光村,2,2,0,6,5,1,1,1
10304,南投縣名間鄉,新厝村,0,0,0,0,0,0,1,0
10304,南投縣名間鄉,新民村,0,0,0,3,2,1,0,0
10304,南投縣名間鄉,新街村,2,1,1,4,3,1,1,0
10304,南投縣名間鄉,東湖村,1,1,0,4,3,1,2,0
10304,南投縣名間鄉,松山村,1,1,0,1,0,1,1,0
10304,南投縣名間鄉,松柏村,2,0,2,0,0,0,2,0
10304,南投縣名間鄉,濁水村,1,1,0,2,1,1,0,0
10304,南投縣名間鄉,炭寮村,0,0,0,2,2,0,0,0
10304,南投縣名間鄉,田仔村,0,0,0,2,0,2,0,0
10304,南投縣名間鄉,竹圍村,0,0,0,1,1,0,1,0
10304,南投縣名間鄉,萬丹村,0,0,0,1,0,1,1,1
10304,南投縣名間鄉,赤水村,2,0,2,0,0,0,1,0
10304,南投縣鹿谷鄉,內湖村,1,1,0,1,1,0,1,0
10304,南投縣鹿谷鄉,初鄉村,2,0,2,1,0,1,0,0
10304,南投縣鹿谷鄉,和雅村,1,1,0,0,0,0,0,0
10304,南投縣鹿谷鄉,廣興村,2,2,0,4,3,1,1,0
10304,南投縣鹿谷鄉,彰雅村,1,0,1,1,1,0,1,0
10304,南投縣鹿谷鄉,永隆村,2,1,1,0,0,0,0,1
10304,南投縣鹿谷鄉,清水村,0,0,0,1,0,1,0,0
10304,南投縣鹿谷鄉,瑞田村,0,0,0,2,0,2,0,0
10304,南投縣鹿谷鄉,秀峰村,0,0,0,0,0,0,2,2
10304,南投縣鹿谷鄉,竹林村,0,0,0,3,2,1,0,0
10304,南投縣鹿谷鄉,竹豐村,0,0,0,0,0,0,1,1
10304,南投縣鹿谷鄉,鳳凰村,2,1,1,1,1,0,0,0
10304,南投縣鹿谷鄉,鹿谷村,0,0,0,0,0,0,2,0
10304,南投縣中寮鄉,中寮村,0,0,0,1,1,0,0,0
10304,南投縣中寮鄉,內城村,0,0,0,0,0,0,0,0
10304,南投縣中寮鄉,八仙村,0,0,0,0,0,0,0,0
10304,南投縣中寮鄉,和興村,0,0,0,0,0,0,0,1
10304,南投縣中寮鄉,崁頂村,0,0,0,1,1,0,0,0
10304,南投縣中寮鄉,廣福村,3,3,0,0,0,0,0,0
10304,南投縣中寮鄉,廣興村,1,1,0,1,0,1,0,0
10304,南投縣中寮鄉,復興村,1,1,0,2,2,0,0,0
10304,南投縣中寮鄉,永和村,0,0,0,0,0,0,0,0
10304,南投縣中寮鄉,永平村,2,1,1,4,1,3,0,0
10304,南投縣中寮鄉,永福村,0,0,0,1,1,0,0,0
10304,南投縣中寮鄉,永芳村,0,0,0,0,0,0,0,0
10304,南投縣中寮鄉,清水村,0,0,0,1,1,0,0,0
10304,南投縣中寮鄉,爽文村,0,0,0,0,0,0,1,0
10304,南投縣中寮鄉,福盛村,0,0,0,2,2,0,0,0
10304,南投縣中寮鄉,義和村,1,1,0,2,1,1,1,0
10304,南投縣中寮鄉,龍安村,1,1,0,1,1,0,0,0
10304,南投縣中寮鄉,龍岩村,0,0,0,1,1,0,1,0
10304,南投縣魚池鄉,中明村,0,0,0,1,1,0,0,0
10304,南投縣魚池鄉,五城村,0,0,0,2,2,0,0,0
10304,南投縣魚池鄉,共和村,0,0,0,1,1,0,1,0
10304,南投縣魚池鄉,大林村,1,0,1,2,0,2,1,0
10304,南投縣魚池鄉,大雁村,0,0,0,0,0,0,1,1
10304,南投縣魚池鄉,新城村,1,0,1,2,1,1,0,0
10304,南投縣魚池鄉,日月村,1,1,0,0,0,0,1,0
10304,南投縣魚池鄉,東光村,0,0,0,1,0,1,0,0
10304,南投縣魚池鄉,東池村,1,0,1,0,0,0,0,1
10304,南投縣魚池鄉,武登村,1,0,1,1,0,1,0,1
10304,南投縣魚池鄉,水社村,1,0,1,0,0,0,0,1
10304,南投縣魚池鄉,頭社村,0,0,0,2,1,1,0,0
10304,南投縣魚池鄉,魚池村,1,1,0,4,2,2,1,1
10304,南投縣國姓鄉,乾溝村,0,0,0,0,0,0,0,0
10304,南投縣國姓鄉,北山村,2,1,1,3,2,1,1,1
10304,南投縣國姓鄉,北港村,2,0,2,3,2,1,0,0
10304,南投縣國姓鄉,南港村,1,1,0,1,1,0,0,0
10304,南投縣國姓鄉,國姓村,0,0,0,0,0,0,1,1
10304,南投縣國姓鄉,大旗村,0,0,0,4,2,2,1,0
10304,南投縣國姓鄉,大石村,0,0,0,1,1,0,2,0
10304,南投縣國姓鄉,柑林村,0,0,0,1,1,0,0,1
10304,南投縣國姓鄉,石門村,0,0,0,4,2,2,1,0
10304,南投縣國姓鄉,福龜村,0,0,0,0,0,0,0,0
10304,南投縣國姓鄉,長流村,1,1,0,2,1,1,1,1
10304,南投縣國姓鄉,長福村,1,1,0,0,0,0,0,0
10304,南投縣國姓鄉,長豐村,0,0,0,2,2,0,0,0
10304,南投縣水里鄉,上安村,0,0,0,2,0,2,0,1
10304,南投縣水里鄉,中央村,0,0,0,1,0,1,0,0
10304,南投縣水里鄉,北埔村,1,1,0,1,1,0,0,1
10304,南投縣水里鄉,南光村,0,0,0,0,0,0,0,0
10304,南投縣水里鄉,城中村,1,0,1,0,0,0,1,0
10304,南投縣水里鄉,新城村,1,0,1,0,0,0,0,0
10304,南投縣水里鄉,新山村,0,0,0,1,1,0,0,0
10304,南投縣水里鄉,新興村,1,1,0,2,0,2,1,0
10304,南投縣水里鄉,民和村,0,0,0,1,0,1,1,0
10304,南投縣水里鄉,水里村,1,0,1,2,1,1,2,0
10304,南投縣水里鄉,永興村,0,0,0,1,1,0,0,1
10304,南投縣水里鄉,永豐村,1,0,1,1,1,0,0,0
10304,南投縣水里鄉,玉峰村,0,0,0,0,0,0,0,0
10304,南投縣水里鄉,興隆村,0,0,0,1,0,1,0,0
10304,南投縣水里鄉,車埕村,0,0,0,2,2,0,0,0
10304,南投縣水里鄉,農富村,0,0,0,0,0,0,0,1
10304,南投縣水里鄉,郡坑村,0,0,0,0,0,0,0,1
10304,南投縣水里鄉,鉅工村,1,0,1,2,1,1,1,0
10304,南投縣水里鄉,頂崁村,0,0,0,2,2,0,2,1
10304,南投縣信義鄉,人和村,2,0,2,2,2,0,0,0
10304,南投縣信義鄉,同富村,1,1,0,2,1,1,1,1
10304,南投縣信義鄉,地利村,1,1,0,1,1,0,1,1
10304,南投縣信義鄉,愛國村,1,1,0,1,0,1,0,0
10304,南投縣信義鄉,新鄉村,1,1,0,0,0,0,0,0
10304,南投縣信義鄉,明德村,3,2,1,1,1,0,2,0
10304,南投縣信義鄉,望美村,2,1,1,4,2,2,0,0
10304,南投縣信義鄉,東埔村,0,0,0,1,0,1,1,0
10304,南投縣信義鄉,潭南村,2,1,1,0,0,0,0,1
10304,南投縣信義鄉,神木村,2,1,1,0,0,0,0,0
10304,南投縣信義鄉,羅娜村,3,2,1,1,0,1,1,0
10304,南投縣信義鄉,自強村,0,0,0,0,0,0,0,1
10304,南投縣信義鄉,豐丘村,1,0,1,0,0,0,0,0
10304,南投縣信義鄉,雙龍村,2,0,2,1,1,0,0,0
10304,南投縣仁愛鄉,中正村,4,3,1,1,1,0,1,0
10304,南投縣仁愛鄉,互助村,2,1,1,1,0,1,0,0
10304,南投縣仁愛鄉,力行村,0,0,0,1,0,1,0,0
10304,南投縣仁愛鄉,南豐村,1,0,1,1,1,0,0,1
10304,南投縣仁愛鄉,合作村,0,0,0,0,0,0,1,0
10304,南投縣仁愛鄉,大同村,3,3,0,2,2,0,0,2
10304,南投縣仁愛鄉,新生村,0,0,0,0,0,0,0,0
10304,南投縣仁愛鄉,春陽村,2,2,0,0,0,0,0,0
10304,南投縣仁愛鄉,榮興村,0,0,0,0,0,0,0,0
10304,南投縣仁愛鄉,法治村,0,0,0,1,1,0,1,0
10304,南投縣仁愛鄉,發祥村,4,3,1,1,0,1,1,0
10304,南投縣仁愛鄉,精英村,0,0,0,1,1,0,1,1
10304,南投縣仁愛鄉,翠華村,0,0,0,1,1,0,0,0
10304,南投縣仁愛鄉,萬豐村,0,0,0,0,0,0,2,0
10304,南投縣仁愛鄉,親愛村,2,1,1,2,1,1,2,0
10304,南投縣仁愛鄉,都達村,2,1,1,2,1,1,0,0
10304,雲林縣斗六市,三光里,0,0,0,2,0,2,1,0
10304,雲林縣斗六市,三平里,8,0,8,5,4,1,1,0
10304,雲林縣斗六市,中和里,0,0,0,2,1,1,1,1
10304,雲林縣斗六市,久安里,0,0,0,2,1,1,2,0
10304,雲林縣斗六市,仁愛里,1,0,1,1,0,1,1,1
10304,雲林縣斗六市,保庄里,4,4,0,4,2,2,3,0
10304,雲林縣斗六市,信義里,0,0,0,1,1,0,1,0
10304,雲林縣斗六市,光興里,1,0,1,1,1,0,0,0
10304,雲林縣斗六市,八德里,3,0,3,3,0,3,0,1
10304,雲林縣斗六市,公正里,0,0,0,1,1,0,1,0
10304,雲林縣斗六市,公誠里,3,0,3,0,0,0,2,0
10304,雲林縣斗六市,十三里,0,0,0,5,2,3,2,0
10304,雲林縣斗六市,嘉東里,1,0,1,0,0,0,1,0
10304,雲林縣斗六市,四維里,0,0,0,1,1,0,0,0
10304,雲林縣斗六市,太平里,0,0,0,3,1,2,0,0
10304,雲林縣斗六市,崙峯里,4,2,2,3,3,0,6,0
10304,雲林縣斗六市,忠孝里,1,0,1,3,1,2,3,0
10304,雲林縣斗六市,成功里,1,1,0,1,0,1,2,1
10304,雲林縣斗六市,明德里,3,2,1,2,2,0,0,1
10304,雲林縣斗六市,林頭里,5,2,3,7,7,0,1,0
10304,雲林縣斗六市,梅林里,1,0,1,4,2,2,0,2
10304,雲林縣斗六市,榴中里,2,1,1,7,3,4,4,2
10304,雲林縣斗六市,榴北里,0,0,0,0,0,0,0,0
10304,雲林縣斗六市,榴南里,1,0,1,1,0,1,0,1
10304,雲林縣斗六市,江厝里,3,2,1,2,2,0,1,0
10304,雲林縣斗六市,湖山里,1,1,0,1,0,1,0,0
10304,雲林縣斗六市,溝埧里,2,1,1,2,2,0,0,0
10304,雲林縣斗六市,溪洲里,6,3,3,4,3,1,3,0
10304,雲林縣斗六市,社口里,0,0,0,2,0,2,1,1
10304,雲林縣斗六市,虎溪里,2,2,0,3,1,2,1,3
10304,雲林縣斗六市,重光里,0,0,0,6,3,3,1,2
10304,雲林縣斗六市,鎮北里,1,1,0,3,2,1,3,0
10304,雲林縣斗六市,鎮南里,3,1,2,3,0,3,0,0
10304,雲林縣斗六市,鎮東里,5,2,3,4,2,2,1,2
10304,雲林縣斗六市,鎮西里,3,2,1,3,1,2,1,0
10304,雲林縣斗六市,長安里,1,1,0,3,2,1,1,0
10304,雲林縣斗六市,長平里,1,1,0,2,2,0,1,0
10304,雲林縣斗六市,龍潭里,0,0,0,2,1,1,1,1
10304,雲林縣斗南鎮,中天里,0,0,0,1,1,0,1,1
10304,雲林縣斗南鎮,北銘里,0,0,0,2,2,0,0,0
10304,雲林縣斗南鎮,南昌里,0,0,0,0,0,0,0,0
10304,雲林縣斗南鎮,埤麻里,0,0,0,2,1,1,0,0
10304,雲林縣斗南鎮,大東里,0,0,0,0,0,0,0,0
10304,雲林縣斗南鎮,將軍里,3,2,1,0,0,0,1,0
10304,雲林縣斗南鎮,小東里,2,2,0,3,2,1,0,0
10304,雲林縣斗南鎮,新光里,1,1,0,0,0,0,3,0
10304,雲林縣斗南鎮,新南里,0,0,0,1,1,0,0,0
10304,雲林縣斗南鎮,新崙里,3,2,1,5,4,1,1,0
10304,雲林縣斗南鎮,明昌里,4,2,2,3,3,0,0,0
10304,雲林縣斗南鎮,東仁里,0,0,0,0,0,0,1,0
10304,雲林縣斗南鎮,東明里,0,0,0,1,1,0,1,1
10304,雲林縣斗南鎮,林子里,0,0,0,3,3,0,0,0
10304,雲林縣斗南鎮,田頭里,2,1,1,1,1,0,1,0
10304,雲林縣斗南鎮,石溪里,0,0,0,2,0,2,0,0
10304,雲林縣斗南鎮,石龜里,2,0,2,1,0,1,0,0
10304,雲林縣斗南鎮,舊社里,6,3,3,1,0,1,0,0
10304,雲林縣斗南鎮,西伯里,0,0,0,0,0,0,1,0
10304,雲林縣斗南鎮,西岐里,3,3,0,2,2,0,3,1
10304,雲林縣斗南鎮,阿丹里,0,0,0,2,0,2,0,0
10304,雲林縣斗南鎮,靖興里,1,0,1,1,0,1,0,0
10304,雲林縣虎尾鎮,三合里,1,1,0,1,1,0,1,1
10304,雲林縣虎尾鎮,下溪里,0,0,0,2,0,2,0,1
10304,雲林縣虎尾鎮,中山里,1,1,0,0,0,0,0,0
10304,雲林縣虎尾鎮,中溪里,0,0,0,3,2,1,2,0
10304,雲林縣虎尾鎮,公安里,2,2,0,2,0,2,4,2
10304,雲林縣虎尾鎮,北溪里,1,1,0,1,0,1,0,0
10304,雲林縣虎尾鎮,埒內里,4,1,3,2,0,2,1,2
10304,雲林縣虎尾鎮,堀頭里,3,1,2,1,1,0,0,1
10304,雲林縣虎尾鎮,墾地里,1,0,1,0,0,0,1,0
10304,雲林縣虎尾鎮,安慶里,1,0,1,3,1,2,1,0
10304,雲林縣虎尾鎮,安溪里,2,1,1,2,2,0,1,1
10304,雲林縣虎尾鎮,平和里,5,2,3,2,2,0,4,2
10304,雲林縣虎尾鎮,廉使里,0,0,0,5,2,3,0,1
10304,雲林縣虎尾鎮,延平里,0,0,0,0,0,0,1,0
10304,雲林縣虎尾鎮,建國里,0,0,0,2,2,0,2,0
10304,雲林縣虎尾鎮,德興里,5,2,3,1,0,1,1,1
10304,雲林縣虎尾鎮,惠來里,3,1,2,3,1,2,0,0
10304,雲林縣虎尾鎮,新吉里,3,0,3,1,1,0,2,2
10304,雲林縣虎尾鎮,新興里,1,0,1,1,1,0,1,1
10304,雲林縣虎尾鎮,東仁里,1,1,0,3,2,1,3,0
10304,雲林縣虎尾鎮,東屯里,2,1,1,3,1,2,1,1
10304,雲林縣虎尾鎮,穎川里,1,0,1,1,1,0,1,2
10304,雲林縣虎尾鎮,立仁里,0,0,0,5,3,2,1,0
10304,雲林縣虎尾鎮,興中里,1,1,0,2,2,0,0,0
10304,雲林縣虎尾鎮,興南里,0,0,0,1,1,0,1,2
10304,雲林縣虎尾鎮,芳草里,0,0,0,0,0,0,1,1
10304,雲林縣虎尾鎮,西安里,0,0,0,1,1,0,4,0
10304,雲林縣虎尾鎮,西屯里,0,0,0,0,0,0,0,0
10304,雲林縣虎尾鎮,頂溪里,1,0,1,0,0,0,2,1
10304,雲林縣西螺鎮,七座里,1,0,1,2,1,1,1,0
10304,雲林縣西螺鎮,下湳里,1,0,1,1,1,0,0,1
10304,雲林縣西螺鎮,中和里,0,0,0,0,0,0,0,0
10304,雲林縣西螺鎮,中興里,3,1,2,2,1,1,1,0
10304,雲林縣西螺鎮,九隆里,1,0,1,3,3,0,0,0
10304,雲林縣西螺鎮,光華里,2,1,1,1,1,0,0,0
10304,雲林縣西螺鎮,公舘里,0,0,0,1,0,1,0,0
10304,雲林縣西螺鎮,吳厝里,2,1,1,2,1,1,0,0
10304,雲林縣西螺鎮,埤頭里,0,0,0,1,0,1,1,0
10304,雲林縣西螺鎮,大園里,0,0,0,0,0,0,1,0
10304,雲林縣西螺鎮,大新里,3,1,2,0,0,0,0,0
10304,雲林縣西螺鎮,安定里,0,0,0,0,0,0,2,0
10304,雲林縣西螺鎮,廣福里,2,0,2,4,3,1,1,0
10304,雲林縣西螺鎮,廣興里,1,1,0,0,0,0,0,0
10304,雲林縣西螺鎮,振興里,1,0,1,2,1,1,0,0
10304,雲林縣西螺鎮,新安里,2,2,0,1,0,1,0,0
10304,雲林縣西螺鎮,新豐里,0,0,0,2,2,0,1,0
10304,雲林縣西螺鎮,東興里,1,1,0,1,1,0,0,0
10304,雲林縣西螺鎮,正興里,2,1,1,1,1,0,5,1
10304,雲林縣西螺鎮,永安里,0,0,0,0,0,0,0,0
10304,雲林縣西螺鎮,河南里,1,1,0,1,1,0,0,0
10304,雲林縣西螺鎮,漢光里,3,2,1,1,1,0,8,1
10304,雲林縣西螺鎮,福田里,0,0,0,1,0,1,0,1
10304,雲林縣西螺鎮,福興里,1,0,1,0,0,0,1,0
10304,雲林縣西螺鎮,詔安里,0,0,0,0,0,0,0,0
10304,雲林縣西螺鎮,頂湳里,0,0,0,1,0,1,0,0
10304,雲林縣西螺鎮,鹿場里,1,0,1,1,1,0,0,0
10304,雲林縣土庫鎮,北平里,0,0,0,0,0,0,1,0
10304,雲林縣土庫鎮,南平里,0,0,0,0,0,0,2,0
10304,雲林縣土庫鎮,埤腳里,1,1,0,1,1,0,1,1
10304,雲林縣土庫鎮,大荖里,0,0,0,2,1,1,0,1
10304,雲林縣土庫鎮,奮起里,0,0,0,1,1,0,1,0
10304,雲林縣土庫鎮,宮北里,3,2,1,1,1,0,3,1
10304,雲林縣土庫鎮,崙內里,1,1,0,0,0,0,0,0
10304,雲林縣土庫鎮,後埔里,1,0,1,1,1,0,2,0
10304,雲林縣土庫鎮,忠正里,1,1,0,1,1,0,0,0
10304,雲林縣土庫鎮,新庄里,0,0,0,2,0,2,0,0
10304,雲林縣土庫鎮,東平里,2,0,2,3,2,1,1,0
10304,雲林縣土庫鎮,溪邊里,1,1,0,1,1,0,1,2
10304,雲林縣土庫鎮,石廟里,2,0,2,1,0,1,2,0
10304,雲林縣土庫鎮,興新里,2,1,1,3,1,2,1,0
10304,雲林縣土庫鎮,西平里,1,0,1,3,2,1,0,1
10304,雲林縣土庫鎮,越港里,0,0,0,1,1,0,1,0
10304,雲林縣土庫鎮,順天里,0,0,0,2,1,1,1,0
10304,雲林縣北港鎮,中和里,0,0,0,0,0,0,0,2
10304,雲林縣北港鎮,仁和里,0,0,0,1,0,1,0,0
10304,雲林縣北港鎮,仁安里,1,1,0,1,1,0,0,0
10304,雲林縣北港鎮,光復里,1,1,0,4,4,0,0,0
10304,雲林縣北港鎮,光民里,3,2,1,1,1,0,1,0
10304,雲林縣北港鎮,公舘里,1,1,0,2,2,0,0,0
10304,雲林縣北港鎮,共榮里,0,0,0,0,0,0,0,0
10304,雲林縣北港鎮,劉厝里,2,1,1,1,0,1,2,0
10304,雲林縣北港鎮,南安里,0,0,0,0,0,0,0,0
10304,雲林縣北港鎮,大北里,0,0,0,4,4,0,0,0
10304,雲林縣北港鎮,大同里,1,0,1,2,2,0,0,0
10304,雲林縣北港鎮,好收里,0,0,0,5,4,1,0,0
10304,雲林縣北港鎮,府番里,1,1,0,0,0,0,0,1
10304,雲林縣北港鎮,後溝里,0,0,0,2,2,0,0,0
10304,雲林縣北港鎮,扶朝里,0,0,0,0,0,0,1,0
10304,雲林縣北港鎮,新厝里,0,0,0,1,0,1,0,0
10304,雲林縣北港鎮,新街里,6,4,2,3,0,3,2,0
10304,雲林縣北港鎮,東華里,0,0,0,2,1,1,0,0
10304,雲林縣北港鎮,東陽里,0,0,0,1,1,0,0,0
10304,雲林縣北港鎮,樹腳里,0,0,0,3,2,1,0,0
10304,雲林縣北港鎮,水埔里,0,0,0,0,0,0,0,0
10304,雲林縣北港鎮,溝皂里,0,0,0,3,3,0,0,1
10304,雲林縣北港鎮,番溝里,1,1,0,2,1,1,0,1
10304,雲林縣北港鎮,義民里,0,0,0,2,2,0,1,1
10304,雲林縣北港鎮,草湖里,0,0,0,1,0,1,1,0
10304,雲林縣北港鎮,華勝里,2,2,0,2,2,0,0,0
10304,雲林縣北港鎮,西勢里,0,0,0,1,1,0,1,1
10304,雲林縣北港鎮,賜福里,0,0,0,0,0,0,0,0
10304,雲林縣古坑鄉,古坑村,1,0,1,3,1,2,2,0
10304,雲林縣古坑鄉,崁腳村,1,1,0,2,1,1,0,0
10304,雲林縣古坑鄉,新庄村,1,1,0,0,0,0,0,0
10304,雲林縣古坑鄉,朝陽村,0,0,0,0,0,0,0,2
10304,雲林縣古坑鄉,東和村,1,1,0,3,2,1,1,0
10304,雲林縣古坑鄉,桂林村,0,0,0,1,0,1,0,0
10304,雲林縣古坑鄉,棋盤村,2,0,2,2,0,2,0,0
10304,雲林縣古坑鄉,樟湖村,0,0,0,0,0,0,0,0
10304,雲林縣古坑鄉,水碓村,1,1,0,3,2,1,1,0
10304,雲林縣古坑鄉,永光村,2,2,0,3,1,2,2,0
10304,雲林縣古坑鄉,永昌村,3,1,2,2,1,1,0,0
10304,雲林縣古坑鄉,湳仔村,0,0,0,2,1,1,0,0
10304,雲林縣古坑鄉,田心村,0,0,0,1,1,0,0,0
10304,雲林縣古坑鄉,草嶺村,0,0,0,1,0,1,0,0
10304,雲林縣古坑鄉,荷苞村,0,0,0,3,0,3,1,1
10304,雲林縣古坑鄉,華南村,0,0,0,0,0,0,0,0
10304,雲林縣古坑鄉,華山村,0,0,0,1,1,0,0,0
10304,雲林縣古坑鄉,西平村,0,0,0,0,0,0,0,0
10304,雲林縣古坑鄉,高林村,1,1,0,1,1,0,1,0
10304,雲林縣古坑鄉,麻園村,0,0,0,2,1,1,0,0
10304,雲林縣大埤鄉,三結村,3,3,0,1,0,1,0,0
10304,雲林縣大埤鄉,北和村,0,0,0,3,1,2,0,1
10304,雲林縣大埤鄉,北鎮村,0,0,0,2,2,0,0,1
10304,雲林縣大埤鄉,南和村,1,0,1,4,2,2,0,0
10304,雲林縣大埤鄉,吉田村,0,0,0,0,0,0,1,0
10304,雲林縣大埤鄉,嘉興村,0,0,0,3,2,1,2,0
10304,雲林縣大埤鄉,大德村,1,1,0,3,1,2,1,0
10304,雲林縣大埤鄉,尚義村,1,0,1,3,3,0,1,3
10304,雲林縣大埤鄉,怡然村,2,1,1,3,2,1,0,0
10304,雲林縣大埤鄉,松竹村,0,0,0,2,2,0,1,0
